epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,932.732,2.23962,3.39777,1.94607,0.04845,0.01147,0.01148,0.00259,2.49257,3.52589,2.16546,0.0014456,0.0014456,0.0014456
58,949.499,2.26822,3.40051,1.9644,0.05644,0.04128,0.00942,0.00268,2.47985,3.60285,2.0995,0.0014357,0.0014357,0.0014357
59,966.042,2.23105,3.39416,1.95747,0.01911,0.11009,0.00818,0.00254,2.48187,3.46188,2.15653,0.0014258,0.0014258,0.0014258
60,982.963,2.28464,3.42898,1.97232,0.02845,0.05734,0.00829,0.00245,2.46759,3.60324,2.07799,0.0014159,0.0014159,0.0014159
61,999.655,2.24407,3.35169,1.94733,0.08937,0.04358,0.0124,0.00364,2.4254,3.40183,2.01915,0.001406,0.001406,0.001406
62,1016.7,2.27846,3.3894,1.94513,0.00423,0.40367,0.00704,0.00208,2.50864,3.49914,2.25323,0.0013961,0.0013961,0.0013961
63,1033.3,2.26616,3.41326,1.98348,0.07893,0.02982,0.01127,0.00355,2.42726,3.48916,1.92586,0.0013862,0.0013862,0.0013862
64,1050.25,2.26925,3.45359,1.95844,0.00451,0.40367,0.00808,0.00232,2.49729,3.44859,2.23178,0.0013763,0.0013763,0.0013763
65,1066.94,2.23589,3.36489,1.95134,0.00937,0.1422,0.00526,0.0014,2.92187,3.49637,2.63033,0.0013664,0.0013664,0.0013664
66,1083.8,2.26922,3.38484,1.95854,0.06405,0.02294,0.01106,0.0029,2.45087,3.47674,2.02684,0.0013565,0.0013565,0.0013565
67,1100.61,2.27055,3.40842,1.96925,0.07418,0.0344,0.01275,0.00392,2.48753,3.46452,2.15946,0.0013466,0.0013466,0.0013466
68,1117.43,2.26031,3.33277,1.95259,0.0485,0.01835,0.00968,0.00246,2.65698,3.45605,2.39673,0.0013367,0.0013367,0.0013367
